"y","RevolvingUtilizationOfUnsecuredLines","age","NumberOfTime30.59DaysPastDueNotWorse","DebtRatio","MonthlyIncome","NumberOfOpenCreditLinesAndLoans","NumberOfTimes90DaysLate","NumberRealEstateLoansOrLines","NumberOfTime60.89DaysPastDueNotWorse","NumberOfDependents"
0,0.272858571,67,0,0.24207527,8422,5,0,2,0,1
0,0,48,0,0.286639368,10500,11,0,2,0,0
0,0.265648374,58,0,0.26467187,6917,5,0,1,0,2
0,0.001696053,38,0,0.367227142,10050,10,0,2,0,0
0,0.079356287,74,0,0.010017314,8085,2,0,0,0,0
0,0.197257255,35,0,0.268688725,3263,6,0,1,0,2
0,0.061437618,43,0,0.1808487,4500,3,0,0,0,3
0,0.415296024,47,0,0.119510439,12500,11,0,0,0,3
0,0.263191398,58,0,0.355465884,8177,17,0,2,0,3
0,0.059631011,53,0,0.136626945,12083,13,0,1,0,0
0,0.971816112,40,0,0.428847748,3618,5,0,0,0,3
0,0.526497056,45,0,0.298542867,2950,5,0,0,0,0
0,0.128371515,65,1,0.780858438,3750,14,0,1,0,0
0,0.008657602,61,0,0.17100604,4800,7,0,1,0,1
1,0.966295759,41,1,0.112338858,3800,4,4,0,1,3
0,0.074052119,74,0,0.417459661,4833,14,0,2,0,0
0,0.176219879,26,0,0.735259201,5053,8,0,2,0,0
0,0.299168219,56,0,0.287350405,7770,15,0,1,0,0
0,0.014567266,42,0,0.25749643,2100,7,0,0,0,0
0,0.625392547,63,0,0.694265681,10410,13,0,6,0,0
0,0.13559322,56,0,0.453489547,9900,3,0,1,0,0
0,0.213178682,74,0,0.375606969,3500,3,0,1,0,1
0,0.003499924,69,0,0.216573462,5900,15,0,1,0,3
0,0.540321875,63,0,0.250878546,11666,21,0,1,0,3
0,0.04704544,69,3,0.406498062,10833,17,0,2,0,0
1,0.9999999,61,0,0.441770043,5400,1,1,1,0,0
0,0,80,0,0,100,3,0,0,0,0
0,0,55,0,0.186953262,4000,8,0,0,0,1
0,0.31182484,59,0,0.452493837,5272,15,0,1,0,0
0,0.24400947,65,0,0.338636566,11250,22,0,2,0,0
0,0.9999999,25,0,0,850,1,0,0,0,0
0,0.48680032,51,0,0.52690167,5928,19,0,1,0,1
0,0.041698069,61,0,0.224952741,12166,11,0,2,0,0
0,0.012524442,32,0,1868,0,12,0,2,0,0
0,0.612295676,42,0,0.435856917,6960,11,0,2,0,2
1,0.99440112,64,2,0.546542235,4178,4,1,0,1,3
1,0.718637035,65,4,0.334073992,9000,12,0,1,0,1
0,0.085569652,59,0,0.453286116,9600,16,0,4,0,0
1,0.781243751,47,0,0.362755888,4542,7,0,1,0,1
0,0.001360086,64,0,2.088227943,4000,14,0,3,0,0
0,0.00018109,66,0,0.389494927,18333,21,0,5,0,0
0,0.359321391,39,2,0.348706412,8000,8,0,1,0,0
0,0.3898555,40,0,0.310669333,8500,9,0,1,0,3
0,0.301017198,56,0,0.042989253,4000,3,0,0,0,0
0,0.707849143,47,0,0.443738887,3936,15,0,0,0,0
0,0.015686151,50,0,0.343814892,6741,16,0,1,0,0
0,0,43,2,0.391465933,7264,12,0,2,2,2
0,0.448297754,34,0,0.152410575,4500,7,0,0,0,3
0,0.9999999,32,0,0,3000,0,0,0,0,0
0,0.9999999,42,1,0.115819545,8400,0,0,0,0,0
0,0.005285463,51,0,0.219657483,9400,8,0,1,0,0
0,0.9999999,22,0,133,0,1,0,0,0,0
0,0.36429303,61,0,0.29037677,12500,6,0,1,0,0
0,0.001333156,61,0,0.220697413,13334,4,0,2,0,1
0,0.262022363,50,0,0.45649385,13250,10,0,3,0,5
1,0.064903509,33,2,0.339605961,7917,11,0,2,0,1
0,0.025314524,63,0,0.042182082,19320,17,0,1,0,0
0,0.872689938,40,0,0.107948244,2704,3,0,0,1,0
1,0.601214259,47,0,0.476470088,11750,14,0,2,0,2
0,0.014783615,65,0,0.009308098,3222,9,0,0,0,0
0,0.744417039,51,2,0.443218515,3715,7,0,1,0,0
0,0.231215052,44,0,0.076409666,4344,4,0,0,0,1
0,0.034663848,51,0,0.292331953,5072,8,0,1,0,0
0,0,39,0,0.06496945,4909,4,0,0,0,0
0,0.350990123,63,1,1.110419907,4500,13,0,3,1,1
0,0.98828683,46,0,0.539486838,3000,9,0,2,0,1
0,0.028417062,50,0,0.050153531,12700,5,0,0,0,3
0,0.19469294,50,0,0.261819054,12500,12,0,2,0,3
0,4212,35,0,0.557392809,5200,6,0,2,0,1
0,0.652796604,58,0,0.763210511,3500,12,0,0,0,0
1,0.347467152,41,1,0.125786164,2861,9,0,0,0,3
1,0.756157035,74,3,0.232900137,2923,5,0,0,0,0
0,0.9999999,63,1,0.00759631,1842,1,1,0,0,1
0,0.523674747,61,0,0.597320241,9776,16,0,4,0,1
0,0.192085044,39,1,0.066155641,6000,4,0,0,0,1
0,0,29,0,0.044653349,850,2,0,0,0,0
0,0.138313174,52,0,0.677705784,4166,10,0,1,0,3
0,0.000272721,79,0,0.168263224,2400,11,0,1,0,0
0,0.107496417,46,0,0.129608799,8000,9,0,0,0,2
0,0.005268285,39,0,0.114777618,5575,8,0,1,0,2
0,0.324668242,59,3,0.246001932,9316,9,0,1,1,2
0,0.9999999,45,0,0.432211696,3060,1,0,1,0,0
0,0.102222373,32,0,0.716513395,2500,6,0,1,0,0
0,0.0769097,66,0,0.059605864,10300,5,0,1,0,0
0,0.069566704,93,0,0.00315416,7608,3,0,0,0,0
0,0.9999999,61,1,0,3888,0,0,0,0,2
1,0.9999999,29,0,0,4700,0,1,0,0,0
0,0.302363526,63,0,0.671990535,3380,6,0,0,0,0
0,0.080110185,54,0,0.054118394,6300,5,0,0,0,0
0,0.297715964,66,0,0.525762625,3900,18,0,1,0,1
1,0.447640526,36,0,0.146638735,5250,8,0,0,0,0
0,0.960815674,26,0,0.19108826,3500,5,1,0,0,0
1,0.984771739,51,0,0.827593152,4964,10,0,1,0,1
0,0.9999999,47,2,0.858237974,9000,9,1,6,3,0
0,0.002261712,80,0,0.090824666,5383,9,0,0,0,0
0,0.001995665,54,0,0.098991001,7333,8,0,0,0,0
0,0.799635408,33,0,0.541011841,4644,9,0,1,0,2
0,0.706183201,37,2,1.51832012,4666,7,0,2,0,1
0,0.903636635,48,1,0.437594815,7250,18,1,1,0,1
0,0.281735363,32,0,0.100185529,4850,7,0,0,0,2
0,0,49,0,0.293306807,7036,9,0,1,0,2
1,0.170781347,36,2,0.150257498,3300,7,0,0,0,1
0,0.043697815,77,0,0.026789284,2500,8,0,0,0,0
0,0.006035291,88,0,0.002856327,3500,5,0,0,0,0
0,0.239173884,35,0,0.528888889,899,4,0,0,0,2
0,0.788007571,65,0,0.382504288,4663,9,0,1,0,1
1,0.9999999,57,0,0.293761357,1650,3,0,0,0,1
0,0.831877875,38,0,0.300318037,2200,6,0,0,0,1
0,0.839618355,35,0,0.084915085,1000,3,0,0,0,0
0,0.782012823,50,0,0.494334089,7500,13,0,2,0,1
1,0.35893711,58,0,0.923208923,2330,10,2,1,0,0
0,0.072710972,58,0,0.409765039,6000,7,0,1,0,0
0,0.059228537,42,0,0.259248679,7000,10,0,1,0,0
0,0.237930487,49,0,13.56723879,6000,12,0,2,0,0
1,0,31,1,0.403250774,2583,5,0,0,2,0
1,0.527448733,37,0,0.151238159,6016,6,0,0,0,2
0,0.000197106,76,0,0.177742292,8140,14,0,1,0,0
0,0.041064842,26,0,0.666260658,820,5,0,0,0,0
0,0,57,0,0.067684644,9233,5,0,0,0,0
0,0.01064057,74,0,0.38456173,4300,5,0,1,0,0
0,0.120313281,49,0,0.577676034,6333,7,0,2,0,2
0,0.129657189,55,0,0.506093369,16000,19,0,5,0,2
0,0.03275869,72,0,0.202261913,14500,8,0,2,0,0
0,0.450549451,24,0,0.003713225,3500,1,0,0,0,0
0,0.109503306,59,0,0.258974103,10000,4,0,2,0,0
0,0.019523477,45,0,0.041128085,850,6,0,0,0,0
0,0.0367194,42,0,0.014993687,6335,12,0,0,0,3
0,0.801303162,59,1,0.405673654,13500,15,0,1,0,1
1,0.931943854,57,1,0.097242686,4750,8,2,0,1,0
0,0.162223197,47,0,2.023317788,1500,10,0,1,0,2
0,0.6010198,57,0,1.467532468,1000,7,0,1,0,1
0,0.666359022,31,0,0.127971562,4500,5,0,0,0,0
0,0.005083192,43,0,0.347669637,5835,8,0,1,0,0
0,0.069017566,40,0,0.476265511,5076,8,0,1,0,2
1,0.544293656,64,1,0.546892039,1833,11,0,0,0,0
0,0,59,0,0.185821697,10240,17,0,2,0,0
0,0.370407398,25,0,0.686967113,820,3,0,0,0,0
0,0.580420255,34,0,0.458120418,4500,7,0,1,0,0
0,0,50,0,0.155361879,7916,5,0,1,0,1
1,1.068965517,45,0,0.283450306,4416,2,2,0,1,2
0,0.106294656,58,0,0.156892905,5200,10,0,1,1,0
0,0.032048911,83,0,0.004570993,10500,26,0,0,0,0
0,0.530405318,61,1,0.469418849,13782,22,0,2,0,0
0,0.657433429,54,0,0.871610271,4166,16,0,2,0,1
0,0.078630265,53,0,0.364773471,13750,12,0,3,0,2
0,0,43,0,0.209966134,6200,7,0,1,0,2
0,0.129628665,42,0,1822,0,8,0,2,0,0
0,0.94722645,63,0,0.887716654,3980,11,0,0,0,1
0,0.051347442,68,0,0.276551662,11100,23,0,2,0,0
0,0.983929528,52,0,0.260496183,4191,4,0,0,0,1
0,0.964652223,37,0,0.120026379,4548,4,0,0,0,1
0,0,64,0,0.20007775,15433,7,0,2,0,1
0,0.012887815,41,1,0.204720538,6100,19,0,1,0,1
0,0.096449592,64,0,0.142529844,8292,7,0,1,0,1
0,0,59,0,0.548754749,4737,5,0,1,0,0
0,0,42,0,0.363031483,12323,15,0,3,0,0
1,0.9999999,53,98,0,1900,0,98,0,98,0
0,0.476450336,35,0,0.477391572,3250,15,0,0,0,0
0,0.580149458,49,1,0.285154484,6634,13,0,1,0,1
0,0.726810267,61,0,0.219839008,20000,21,0,2,0,0
0,0.937701351,52,0,0.402224536,18250,20,0,4,0,1
0,0.288179979,37,0,1.866096866,701,7,0,0,0,0
0,0.035034473,51,0,0.443276503,7800,11,0,2,0,3
0,0.011090405,30,0,0.432567433,1000,7,0,0,0,0
1,0.9999999,24,0,0.068850639,1800,0,3,0,0,1
0,0.971670039,36,2,0.179992631,5427,6,0,1,0,2
0,0.177484442,46,1,0.229567643,7169,9,0,1,0,0
0,0.419546072,46,0,0.941501808,4700,13,0,1,0,4
0,0.15790065,51,0,0.219458988,4583,13,0,0,0,1
0,0,31,0,0,5550,4,0,0,0,0
0,0.008829855,81,0,0.00070049,9992,2,0,0,0,0
0,0.009639871,80,0,0.103469171,6600,9,0,0,0,0
0,0,79,0,0.140367584,10500,2,0,0,0,2
0,0.918342055,33,0,0.270289344,2833,4,1,0,2,0
0,0.049306934,65,0,0.349930014,5000,6,0,1,0,1
0,0.267158971,53,0,0.450447059,10624,14,0,2,0,0
0,0.030997959,70,0,0.610634043,8500,12,0,1,0,1
0,0.9999999,38,0,0.100999474,1900,2,0,0,0,1
0,0.008266299,71,0,0.00239904,2500,3,0,0,0,0
0,0.028433658,78,0,0.018717642,2510,9,0,0,0,0
0,0,58,0,1.325837081,2000,11,0,1,0,0
0,0.9999999,55,0,0.537031484,3334,8,1,1,0,0
0,0.904417387,51,0,0.133275513,3458,2,0,0,0,0
0,0.914643414,58,0,0.347834205,5355,12,0,1,0,0
0,0.361597983,44,0,0.438243065,9083,9,0,2,0,1
0,0.065649765,41,0,0.183176336,16666,6,0,1,0,2
0,0.470473863,77,0,0.594669628,1800,8,0,2,0,0
0,0.423106419,66,0,0.404249292,10589,14,0,2,0,0
0,0.025858911,48,1,0.236325138,8500,7,0,2,0,2
0,0.037457135,54,0,1.009862779,2331,5,0,2,0,0
0,0.683132885,64,0,0.431646815,9150,9,0,1,0,0
0,0.777111144,31,0,0.52640497,3540,6,0,1,0,0
0,0.405959917,72,0,0.239987369,19000,14,0,1,0,0
0,0.104088543,49,0,0.228342878,11000,10,0,2,0,2
0,0.405594406,22,0,0.00461361,2600,2,0,0,0,1
1,0.280223993,29,0,0.598674965,4980,14,0,1,0,0
0,0.824354701,32,1,0.335237823,7000,9,0,0,0,4
0,0.000990182,65,0,0.273915072,15000,16,0,1,0,1
0,0.895921003,37,0,0.926880489,5237,18,0,3,0,2
0,0.111583874,27,0,0.005631688,5326,3,0,0,0,2
0,0.006027665,75,0,0.069986003,5000,6,0,0,0,1
0,0.038462851,61,0,0.26904873,15000,14,0,2,0,1
0,0.144340891,48,1,2.182348043,1200,10,0,1,0,2
0,0.057954824,41,0,0.080191981,10000,7,0,0,0,4
0,0.418905406,55,1,0.449790308,8583,10,0,2,0,3
0,0.9999999,28,0,0.648373316,3042,9,0,1,0,0
0,0.047423883,71,1,1.064940623,9346,22,0,5,0,0
0,0.072816649,55,3,0.381730253,9304,17,0,2,1,1
0,0.0619283,71,0,0.00839904,5833,2,0,0,0,0
0,0.086382684,45,1,0.183874094,21666,14,0,2,0,4
0,0.00512484,40,1,0.202891863,6500,6,0,1,0,0
0,0.03744063,38,0,0.223253371,5710,20,0,1,0,0
0,0.080748869,37,0,0.200758332,5010,7,0,1,1,2
0,0.014264765,48,0,0.733315748,3790,5,0,1,0,0
0,0.127867894,54,0,2178,0,7,0,1,0,0
0,0.025173804,40,0,37.5,1,13,0,0,0,3
0,0.235620645,46,0,0.475293571,8600,9,0,4,0,0
0,0.003633656,42,0,0.000580159,5170,10,0,0,0,0
0,0.843963844,54,0,0.435816549,8241,15,0,0,0,0
0,0.205553728,45,0,0.735926972,4600,20,0,2,0,0
0,0.9999999,82,0,0,2283,3,0,0,0,0
0,0.468003964,30,0,0.28761873,6000,10,0,0,0,0
0,0.093911691,37,0,0.561672293,3850,11,0,1,0,0
0,0.556001358,73,0,0.300858704,6404,9,0,2,0,0
0,0.052428654,56,0,0.089825848,12000,4,0,1,0,0
0,0.19377409,46,1,0.496402878,2640,13,0,1,0,2
0,0.099603393,49,1,0.364658835,4000,23,0,1,0,0
0,0.302526507,52,0,5373,0,25,0,3,0,0
0,0.9999999,52,0,0.034753827,2416,1,0,0,0,0
0,0,26,0,0,4160,1,0,0,0,0
0,0,81,0,0.081527936,3507,4,0,0,0,0
0,0,56,1,0.089886117,7375,7,0,0,0,0
1,0.144422649,45,0,0.441993824,6800,10,1,2,1,3
0,0.062041929,69,0,0.15581507,6250,10,0,1,0,1
0,0.767420885,57,4,0.993761996,4167,16,0,1,1,0
0,0.088596456,62,0,0.386963157,4586,5,0,2,0,1
0,0.207665871,68,0,0.313642565,7329,16,0,1,0,0
1,0.9999999,33,1,0.154400918,6100,10,2,0,1,0
0,0.068745703,74,0,0.051827034,9550,7,0,0,0,1
0,0.374042932,67,0,0.133701552,10500,14,0,0,0,0
0,0.14171439,49,0,0.378405151,6056,5,0,1,0,0
0,0.270280405,37,0,0.119547915,6281,4,0,0,0,3
0,0.591380202,32,0,0.302909855,13333,13,0,3,0,0
0,0.019444044,47,0,0.221325348,7680,5,0,2,0,0
0,0.712316668,58,0,0.884836141,5400,16,0,2,0,0
0,0.011920784,66,0,0.00040404,2474,1,0,0,0,0
0,0.022750591,83,0,0.352881826,7928,10,0,2,0,0
0,0.103545047,85,0,0.020942408,4583,2,0,0,0,1
0,0.063995668,55,0,0.191833302,10701,13,0,1,0,2
0,0.9999999,31,0,0.860099929,1400,4,0,1,0,0
0,0,50,0,0.329334133,3333,7,0,2,0,1
0,0.9999999,46,0,1.160459885,4000,2,0,2,0,0
0,0.033192052,78,0,0.005999333,9000,4,0,0,0,0
0,0.004373217,67,0,0.113319598,8250,9,0,2,0,0
0,0,26,0,0,820,1,0,0,0,0
0,0.794564946,26,0,0.592003106,2575,10,0,0,2,1
0,0.244204241,62,1,0.355317645,9900,12,0,2,0,0
0,0.791683327,29,0,0.138145315,4183,5,0,0,0,0
0,0.136600444,66,0,0.066312116,6016,6,0,0,0,4
0,0.539587529,44,0,0.237209302,12254,9,0,1,0,2
0,0.073760149,46,0,0.038625998,7015,4,0,0,0,1
0,0.258340151,42,0,0.255589893,5500,10,0,1,0,0
0,0.720366784,36,0,0.28703872,5500,6,0,0,0,1
0,0.047828685,46,0,0.005463817,8235,10,0,0,0,0
0,0.83292428,52,0,0.279050396,2400,3,0,0,0,1
0,0.02454679,79,0,0.004314995,8342,7,0,0,0,0
0,0.082748731,68,1,0.52298036,4938,8,0,1,0,1
0,0.038800016,69,1,0.12782194,9434,8,0,0,0,0
0,0.284447703,48,0,0.650396942,3400,5,0,2,0,0
0,0,31,0,0.368617518,7500,8,0,1,0,0
0,0.108708216,54,1,0.504165675,4200,16,0,2,0,0
0,0.418254248,44,1,0.794462194,8450,24,0,2,1,6
0,0.068417452,40,0,0.028615756,5800,13,0,0,0,1
0,0.025653467,55,0,0.02129078,24000,10,0,1,0,1
0,0.188520765,25,0,0.268325189,2250,4,0,0,0,0
0,0.582002263,51,0,4330,0,10,0,1,0,2
0,0.770558704,50,3,0.2608526,10250,10,0,1,0,2
0,0.134408028,45,1,0.318657261,4110,10,0,1,1,1
0,0.110966493,60,0,0.61978687,7600,17,0,2,0,0
0,0.191807413,44,0,0.239926563,10348,7,0,2,0,3
0,0.912716439,53,2,0.158919166,8733,8,0,0,0,1
0,0.308732096,58,2,0.102946044,12083,11,0,0,1,1
0,0.845519731,30,0,0.107764053,7933,4,0,0,0,3
0,0.088463938,52,0,0.510354171,5166,8,0,1,0,0
0,0.918181283,26,2,0.407883462,3500,6,0,1,1,2
0,0,46,0,0.128737621,10400,9,0,2,0,1
0,0.050778193,33,0,0.124808966,1962,3,0,0,0,0
0,0.256313203,44,0,0.730244184,5200,14,0,3,0,1
0,0,55,0,1051,0,8,0,2,0,0
0,0.259109179,62,1,0.845055337,2800,6,0,1,0,0
0,0.306378491,52,0,0.325173669,6045,13,0,0,0,0
0,0.986671343,27,0,0.129636049,2884,6,0,0,0,0
0,0.463159148,44,0,0.283286935,20833,8,0,4,0,2
0,0.083367327,65,0,0.172823913,9500,8,0,1,0,0
0,0.158994871,58,0,0.727684081,2430,9,0,2,0,0
0,0.152581822,38,0,0.401567875,12500,9,0,2,0,2
0,0.555492457,61,0,0.435614691,10972,18,0,4,0,2
0,0.157224248,55,0,0.230643657,8575,7,0,2,0,1
0,0,78,0,0.173451327,1694,3,0,0,0,1
0,0.087157638,50,0,0.143109764,15833,10,0,1,0,2
1,0.613929515,58,0,0.271360638,6518,8,0,1,0,0
0,0.003453635,80,0,0.003314917,1809,9,0,0,0,0
0,0.38939597,48,0,0.430679287,3591,10,0,2,0,0
0,0.039566796,60,0,0.655970542,1900,12,0,1,0,1
0,0.97909471,42,7,0.876970528,2917,9,0,1,1,1
0,0.404207276,46,0,0.432111288,6900,8,0,1,0,2
0,0.074351832,55,0,0.139586139,8166,3,0,2,0,2
0,0.198933435,52,0,0.120432321,13600,5,0,1,0,3
0,0.19594065,32,1,0.597915762,2302,3,0,1,1,1
0,0.154499929,63,0,0.40771526,4691,12,0,2,0,2
0,0.907660203,41,0,0.129945856,2400,4,0,0,0,2
0,0.801944739,57,0,0.561023381,8168,17,0,3,0,0
1,0.945091514,62,2,0.937250428,1752,5,0,1,0,0
0,1.048951049,30,0,0.021925978,5700,3,0,0,0,1
1,0.881065151,46,3,1.103563189,3900,11,1,2,1,3
0,0.131847357,44,0,0.027317793,9480,8,0,0,0,0
0,0.524699238,46,1,0.033316881,12155,3,0,0,0,0
0,0.016877029,58,0,0.189306672,4600,23,0,2,0,0
0,0.167494417,41,0,0.212044593,8700,6,0,2,0,0
0,0.123296667,52,0,0.392329503,6700,11,0,2,0,3
0,0.232551249,73,0,0.156886085,8400,12,0,3,0,1
0,0.003476313,65,0,0.24215157,5000,16,0,1,0,0
0,0.431725481,71,0,0.379892368,4087,5,0,0,0,0
0,0.203980573,36,0,0.172180087,6196,9,0,0,0,3
0,0.434610604,60,0,0.488458215,8100,25,0,2,0,1
0,0.237918808,53,0,0.271337832,10075,9,0,2,0,0
0,0.9999999,35,0,0.617102744,4700,1,0,1,0,2
0,0,53,0,0.165638412,7455,8,0,1,0,0
0,0.002307574,40,0,0.38408424,5792,6,0,1,0,2
0,0.022456955,53,0,0.225967023,9642,11,0,2,0,0
0,0.014999605,42,0,0.184781522,10000,7,0,1,1,1
0,0.260964987,72,0,0.346472436,3500,9,0,1,0,0
0,0.975151108,28,0,0.124383416,7500,7,0,0,0,1
0,0.513759334,40,0,0.406130772,7600,12,0,2,0,2
0,0.006399147,60,0,0.000666223,1500,3,0,0,0,0
0,0.092633677,56,0,0.262832111,10500,5,0,1,0,0
0,0,39,0,0.195527679,11000,6,0,2,0,2
0,0.009477849,80,0,0.001475652,4065,2,0,0,0,0
1,0.05278174,42,4,0.339457568,8000,5,0,1,0,2
0,0.397174753,58,0,0.190934197,10500,17,0,2,0,0
0,0.106191686,52,0,0.311261221,11250,21,0,3,0,0
0,0.61084519,50,3,0.402384501,6038,4,0,1,1,2
0,0.120721192,40,0,0.357329642,6500,11,0,1,0,2
0,0.035156444,59,0,0.005650224,11149,3,0,0,0,2
0,0.210220336,38,0,0.068802408,4650,3,0,0,0,0
0,0.318227101,56,2,0.581108105,8500,19,0,1,0,1
0,0.9999999,23,0,0,820,1,0,0,0,0
0,0.482622369,46,0,0.166201243,11100,9,0,0,0,2
0,0.075816497,83,0,0.119076185,3333,5,0,0,0,0
0,0.238582481,25,0,0.132346723,2364,4,0,0,0,0
0,0.954045954,24,0,28,0,1,1,0,0,0
0,0.575463959,47,0,0.125424277,6186,6,0,0,0,2
0,0.019622842,48,0,0.22622108,13225,11,0,2,0,0
0,0.04159948,73,0,0.012373453,8000,4,0,0,0,0
0,0.019271949,25,1,0,1400,1,0,0,1,0
0,0.073388451,43,0,0.186101737,8000,6,0,1,0,0
0,0.132956425,48,0,0.630987182,4446,7,0,1,0,2
0,0,29,0,0.067260498,5500,5,0,0,0,2
0,0.054701871,70,0,0.121345489,3180,6,0,1,0,0
0,0.9999999,63,0,0.083371789,6500,6,1,0,0,1
0,0.141325522,43,0,0.451711563,8500,8,0,1,0,0
0,0.9999999,35,1,0.268956137,5881,8,0,2,0,1
0,0.041630642,57,0,0.205279472,10000,11,0,2,0,0
0,0.574231524,48,1,0.285339953,7250,6,0,1,0,1
0,0.329183541,46,0,0.141796697,6600,2,0,1,0,4
0,0.094639056,30,0,0.060248686,7800,5,0,0,0,1
0,0.022007695,51,0,0.170686345,16667,17,0,1,0,1
0,0.055703245,68,0,0.081466204,10666,12,0,1,0,0
0,0.215304348,33,0,0.220696302,8300,8,0,1,0,1
0,0.086081673,38,0,0.264112647,7882,10,0,1,0,1
0,0.333980175,58,0,0.569714423,12500,17,0,3,0,0
0,0.273451636,38,0,0.385415278,7500,7,0,1,0,0
0,0.090907666,59,0,0.91858306,7000,12,0,2,0,0
0,0.349656816,70,0,0.567717996,3233,20,0,0,0,0
0,0.147188679,50,0,0.197206571,12600,7,0,1,0,3
0,0.026130036,55,0,0.228825779,15950,18,0,2,0,0
0,0.9999999,71,1,0.201776024,4053,1,0,1,0,0
0,0.021204271,70,0,0.403439153,10583,8,0,1,0,0
0,0.298189769,35,0,0.098952084,12500,10,0,0,0,0
0,1.83016983,36,3,0.156163626,3617,16,0,0,0,1
0,0.032108029,49,0,1356,1,11,0,2,0,0
0,0.9999999,75,1,1.850934508,6580,13,0,1,0,0
1,0.373138436,60,2,0.33000997,7020,21,0,1,0,3
0,0.9999999,47,0,0.190374123,5131,7,1,0,0,0
0,0.029612948,62,0,0.61993298,9250,5,0,2,0,0
0,0.053144183,74,0,0.769406393,1751,13,0,1,0,0
0,0.407947193,57,0,0.210526316,3400,7,0,0,0,2
0,0.14510852,30,0,0.24635073,5000,9,0,1,0,0
0,0.339351393,61,0,0.474671981,6020,13,0,1,0,1
0,0.004758893,79,0,0.259337068,4283,9,0,2,0,0
0,0.442124584,58,0,0.30866915,5905,5,0,1,0,0
0,0.012987013,22,0,0,0,2,0,0,0,0
0,0.9999999,52,2,0.577287066,5388,8,0,1,0,0
0,0.5009996,66,1,0.465983906,4100,9,0,2,0,1
0,0.062203753,28,0,0.507914468,3600,8,0,1,0,0
0,0.235650957,47,0,1.390812479,2916,7,0,3,0,1
1,0.9999999,64,0,0.007596961,2500,1,0,0,0,0
0,0.436092378,50,3,0.46664859,7375,13,0,2,0,0
0,0.010608234,70,0,1.397163121,845,5,0,1,0,0
0,0.008330225,56,1,0.130352764,5300,15,0,1,0,0
0,0.003669832,60,0,0.258525263,5600,11,0,1,0,1
0,0.173911421,53,2,0.628135415,5700,17,1,2,0,0
0,0.483756192,68,0,0.598023307,6778,16,0,1,0,0
0,0.13711324,50,1,0.366814227,6550,6,0,2,0,1
0,0.186040511,48,0,0.013942931,3083,1,0,0,0,4
0,0.51375201,54,0,0.335981839,6166,8,0,0,0,2
0,0.424372853,45,0,0.228204451,11366,6,0,1,0,1
0,0.387448997,55,0,0.114136287,6500,7,0,0,1,1
0,0.053323983,61,0,0.221923398,10782,11,0,3,0,0
0,0.004548419,52,0,0.01141064,7010,6,0,0,0,0
0,0,37,1,0.197110952,9760,6,0,1,0,1
0,0,40,0,0,15000,2,0,0,0,2
0,0.144688043,46,0,0.142530706,3500,8,0,0,0,3
0,0.003749688,64,0,0.004061231,3200,5,0,0,1,0
0,0.9999999,30,2,0.014025664,3350,2,0,0,0,0
0,0.590443371,46,0,0.674643501,6100,8,0,1,0,1
0,0.9999999,68,0,0.008883953,1800,6,0,0,0,0
0,0.487250911,36,1,0.587294262,6500,10,0,1,1,1
0,0.9999999,50,0,0.281316969,5132,3,1,2,1,3
0,0.678821412,65,0,0.675332095,7000,5,0,2,0,0
0,0.169677744,75,0,0.713694092,3621,18,0,2,0,0
0,0,87,0,0,3394,7,0,0,0,0
0,0.029667833,45,0,0.237776222,10000,6,0,2,0,2
0,0.253916406,52,1,0.089727568,4000,4,0,0,0,0
0,0.276894294,57,0,0.464052288,2600,7,0,0,0,0
0,0.9999999,22,0,0.119960013,3000,1,1,0,0,0
0,0.9999999,59,0,0.105244738,20000,5,0,0,0,1
1,0.854568914,37,1,0.431463181,6273,8,1,1,0,0
0,1800,63,0,0.190732551,5200,9,0,1,0,0
0,0.208575309,68,0,0.213216502,2738,8,0,0,0,1
0,0.887449093,31,1,0.235010338,1450,7,0,0,6,0
0,0.110502476,71,0,0.379578246,9009,22,0,1,0,1
0,0.787522133,52,0,0.353860086,4416,12,0,0,0,1
0,0.033214503,58,0,0.382809493,7794,6,0,1,0,1
0,0.09310959,45,0,0.332111315,6000,5,0,1,0,5
0,0.055568277,28,0,0.005859375,3583,3,0,0,0,0
0,0.421836439,59,0,0.246901546,7180,7,0,1,0,0
0,0.01311895,85,0,0.080383923,5000,4,0,0,0,0
0,0.026651973,68,0,0.00856531,2334,3,0,0,0,0
0,0.026331875,71,0,0.081979505,4000,10,0,0,0,1
0,0.859023496,62,0,0.085508051,1800,4,0,0,0,0
0,0.028943794,70,0,0.573330047,4056,13,0,2,0,0
1,0.767988253,32,3,0.310550298,8558,8,3,1,2,0
0,0.498135729,38,0,0.478754338,10660,12,0,2,0,4
0,0.521556783,52,0,0.463233432,11844,10,0,2,0,0
0,0.189800486,52,0,0.10076148,13000,4,1,0,1,1
0,0.470741608,44,0,0.164847334,6320,5,0,0,0,0
0,1.628951747,45,2,0.20951967,4600,6,0,0,2,1
1,0.249781752,33,0,0.357370095,7543,9,0,4,0,0
0,0.116334546,48,0,0.084397557,1800,11,0,0,0,2
0,0,69,0,1.043978011,2000,10,0,2,0,0
0,0.020547476,55,0,0.246792319,11300,5,0,1,0,3
0,0.1943371,68,0,0.183803265,4716,13,0,0,0,0
0,0.210108517,53,0,0.316653757,6454,8,0,1,0,1
0,0,43,0,0.205614665,7800,9,0,1,0,0
